geography,sex,raceethnicity,age,education,response,weight
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,36,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,65,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,29,0.329039794469325
TX,Female,OTHER,18 to 24 years,High school graduate (includes equivalency),41,0.2668489618276657
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,63,0.6029533291267355
TX,Male,HISPANIC OR LATINO,65 years and over,High school graduate (includes equivalency),12,0.9891443888498365
TX,Male,ASIAN ALONE,45 to 64 years,High school graduate (includes equivalency),15,0.8077251510011394
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),65,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,60,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,30,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,43,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,28,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,49,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,11,0.9891443888498365
TX,Male,HISPANIC OR LATINO,65 years and over,Bachelor's degree or higher,16,0.9891443888498365
TX,Female,BLACK OR AFRICAN AMERICAN ALONE,65 years and over,Less than high school diploma,46,3.3499009364765664
TX,Male,OTHER,25 to 44 years,Bachelor's degree or higher,13,0.13570439925840191
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,58,0.6029533291267355
TX,Female,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,42,1.7939122990944214
TX,Male,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,16,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,40,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,47,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,17,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,49,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,48,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,27,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,71,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,57,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),33,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,64,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,50,0.6029533291267355
TX,Male,OTHER,18 to 24 years,Bachelor's degree or higher,18,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,30,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,30,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,68,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),64,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,56,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,15,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),56,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),41,0.329039794469325
TX,Male,OTHER,45 to 64 years,Some college or associate's degree,17,0.13570439925840191
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),34,1.7939122990944214
TX,Female,OTHER,45 to 64 years,Less than high school diploma,40,0.2668489618276657
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,60,0.6029533291267355
TX,Female,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,37,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,30,0.329039794469325
TX,Male,HISPANIC OR LATINO,18 to 24 years,Bachelor's degree or higher,15,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,64,0.6029533291267355
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,45 to 64 years,High school graduate (includes equivalency),19,2.5918769452349246
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,52,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,18,0.9891443888498365
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,13,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,51,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,53,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,28,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,50,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),57,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,17,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),35,0.329039794469325
TX,Male,OTHER,45 to 64 years,Bachelor's degree or higher,14,0.13570439925840191
TX,Female,OTHER,65 years and over,Some college or associate's degree,46,0.2668489618276657
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,41,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,53,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,58,0.6029533291267355
TX,Male,OTHER,65 years and over,Some college or associate's degree,6,0.13570439925840191
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),64,0.6029533291267355
TX,Female,OTHER,45 to 64 years,Bachelor's degree or higher,41,0.2668489618276657
TX,Male,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),16,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,70,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,33,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,59,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,50,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,13,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,71,0.6029533291267355
TX,Male,HISPANIC OR LATINO,65 years and over,Some college or associate's degree,16,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,35,0.329039794469325
TX,Male,OTHER,45 to 64 years,High school graduate (includes equivalency),9,0.13570439925840191
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,57,0.6029533291267355
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),42,1.7939122990944214
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,12,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,42,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,17,0.9891443888498365
TX,Male,OTHER,18 to 24 years,Bachelor's degree or higher,22,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,41,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,10,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,62,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,52,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,41,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,39,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,23,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),40,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),49,0.6029533291267355
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),48,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),39,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),59,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,38,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,51,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,41,0.329039794469325
TX,Male,OTHER,45 to 64 years,High school graduate (includes equivalency),17,0.13570439925840191
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,52,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,60,0.6029533291267355
TX,Male,OTHER,45 to 64 years,High school graduate (includes equivalency),16,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,24,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,53,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),66,0.6029533291267355
TX,Female,OTHER,25 to 44 years,Bachelor's degree or higher,29,0.2668489618276657
TX,Male,OTHER,65 years and over,Bachelor's degree or higher,18,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,43,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,43,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),58,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,41,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,17,0.9891443888498365
TX,Female,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,36,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,51,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,58,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),42,0.329039794469325
TX,Male,HISPANIC OR LATINO,65 years and over,Less than high school diploma,11,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,24,0.329039794469325
TX,Female,OTHER,25 to 44 years,Less than high school diploma,47,0.2668489618276657
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,52,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,23,0.329039794469325
TX,Female,ASIAN ALONE,25 to 44 years,High school graduate (includes equivalency),40,2.138360954861592
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,40,0.329039794469325
TX,Female,HISPANIC OR LATINO,65 years and over,Bachelor's degree or higher,44,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),32,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,52,0.6029533291267355
TX,Male,HISPANIC OR LATINO,65 years and over,High school graduate (includes equivalency),11,0.9891443888498365
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,25 to 44 years,High school graduate (includes equivalency),13,2.5918769452349246
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),40,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),21,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,61,0.6029533291267355
TX,Male,OTHER,25 to 44 years,Bachelor's degree or higher,20,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,33,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,36,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,39,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),70,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,53,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,38,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,36,0.329039794469325
TX,Female,HISPANIC OR LATINO,65 years and over,Less than high school diploma,42,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,60,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,43,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,73,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,31,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,35,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,13,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,37,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,19,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,34,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,41,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),15,0.9891443888498365
TX,Female,HISPANIC OR LATINO,45 to 64 years,High school graduate (includes equivalency),43,1.7939122990944214
TX,Female,HISPANIC OR LATINO,65 years and over,Less than high school diploma,40,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),46,0.6029533291267355
TX,Female,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,35,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),30,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),28,0.329039794469325
TX,Male,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),9,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,71,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,41,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Bachelor's degree or higher,55,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,39,0.6029533291267355
TX,Male,OTHER,25 to 44 years,High school graduate (includes equivalency),15,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),44,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,30,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,54,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,59,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Less than high school diploma,37,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,15,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),30,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,32,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),60,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,44,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,61,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,50,0.6029533291267355
TX,Female,ASIAN ALONE,45 to 64 years,Some college or associate's degree,29,2.138360954861592
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,34,0.329039794469325
TX,Female,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,45,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,78,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,63,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,13,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,High school graduate (includes equivalency),65,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Less than high school diploma,15,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,54,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,43,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,37,0.329039794469325
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,8,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Some college or associate's degree,59,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,11,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,32,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),65,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,14,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,High school graduate (includes equivalency),35,0.329039794469325
TX,Female,HISPANIC OR LATINO,65 years and over,Some college or associate's degree,41,1.7939122990944214
TX,Male,HISPANIC OR LATINO,18 to 24 years,Bachelor's degree or higher,16,0.9891443888498365
TX,Male,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,18,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,41,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,44,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,31,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Less than high school diploma,72,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,39,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,57,0.6029533291267355
TX,Female,HISPANIC OR LATINO,25 to 44 years,Some college or associate's degree,31,1.7939122990944214
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),73,0.6029533291267355
TX,Male,OTHER,45 to 64 years,High school graduate (includes equivalency),16,0.13570439925840191
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),60,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,High school graduate (includes equivalency),34,0.329039794469325
TX,Male,OTHER,25 to 44 years,High school graduate (includes equivalency),23,0.13570439925840191
TX,Female,OTHER,45 to 64 years,Bachelor's degree or higher,37,0.2668489618276657
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Some college or associate's degree,32,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Less than high school diploma,37,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,35,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,35,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,60,0.6029533291267355
TX,Male,HISPANIC OR LATINO,45 to 64 years,Some college or associate's degree,16,0.9891443888498365
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,23,0.329039794469325
